Created by Square,Example item,Example item name for customers to see,Small,Ounce 1.000,A12345,100% organic soft cotton t-shirt,"Separate multiple categories with a comma. Indicate subcategories by including their category hierarchy with the greater-than symbol. For example: New arrivals, Women’s > Accessories > Hats & Beanies",Sales of this item will be attributed to the Reporting Category in the category sales report.,Search engine display name,Search engine description,Identifier within a URL. Use hyphens instead of spaces.,653412483659,"Visible, Hidden, Unavailable","Physical, Prepared food and beverage, Digital, Donation, Event, Membership, Other",,Social media link title,Social media link description,,,,,24.99,20.99,Y or N,Y or N,Y or N,Y or N,Y or N,Sizes,Small,12.99,KT's Clothes,ABC123,Y or N,10,15,Y or N,5,$10.99,Y or N,10,15,Y or N,5,$10.99
Token,Item Name,Customer-facing Name,Variation Name,Unit and Precision,SKU,Description,Categories,Reporting Category,SEO Title,SEO Description,Permalink,GTIN,Square Online Item Visibility,Item Type,Weight (lb),Social Media Link Title,Social Media Link Description,Shipping Enabled,Self-serve Ordering Enabled,Delivery Enabled,Pickup Enabled,Price,Online Sale Price,Archived,Sellable,Contains Alcohol,Stockable,Skip Detail Screen in POS,Option Name 1,Option Value 1,Default Unit Cost,Default Vendor Name,Default Vendor Code,Enabled AZ Cleaning Supplies,Current Quantity AZ Cleaning Supplies,New Quantity AZ Cleaning Supplies,Stock Alert Enabled AZ Cleaning Supplies,Stock Alert Count AZ Cleaning Supplies,Price AZ Cleaning Supplies,Enabled AZCS,Current Quantity AZCS,New Quantity AZCS,Stock Alert Enabled AZCS,Stock Alert Count AZCS,Price AZCS
IH4ELXG4RGUSYQLEXVCM5PSE,Auxiliary 50 Gallon Tucker Tank,Auxiliary 50 Gallon Tucker Tank,Regular,,T-50-AUX,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,65.001,,,,,,,1641.02,,Y,Y,,Y,,,,1148.72,Tucker,T-50-AUX,N,0,,N,0,,Y,0,,N,0,1641.02
TFFMFHDD3IH6IGAMZWD3GSLV,Auxiliary 50 Gallon Tucker Tank,Auxiliary 50 Gallon Tucker Tank,,,T-50-AUX,"50-gallon tank engineered for use with the Tucker® Fill N Go system, providing reliable water storage and supply.","Tucker, Tucker > Catalog",Tucker,Auxiliary 50 Gallon Tucker Tank | Catalog | AZ Cleaning Supplies,"50-gallon tank engineered for use with the Tucker® Fill N Go system, providing reliable water storage and supply. Available at AZ Cleaning Supplies.",auxiliary-50-gallon-tucker-tank,,Hidden,Physical good,,Auxiliary 50 Gallon Tucker Tank | Catalog | AZ Cleaning Supplies,"50-gallon tank engineered for use with the Tucker® Fill N Go system, providing reliable water storage and supply. Available at AZ Cleaning Supplies.",N,N,N,N,1520.36,,Y,,N,,,,,,,,Y,0,,,,,N,0,,,,
UDOULLY5SXLPLFV7SU7NJI5A,B4213HACS,,Regular,,B4213HACS,"<p>The BE Power Equipment B4213HACS 4200PSI/4.2GPM Pressure Washer is engineered to handle even your toughest jobs commercial or residential. Built on an aluminum frame to reduce weight and will last longer as it resists corrosion.</p><p>Powered by a Honda GX390 engine for tackling your toughest job. The large capacity fuel tank provides longer runtime, an automatic low oil shutdown shuts the engine off if your oil is low and a thermal relief valve on the pump that dumps out built-up hot water if you happen to leave your machine running and unattended. Featuring a durable, hand truck frame design and large 12 in. flat-free wheels, this pressure washer is designed for easy transport.</p><p>Easily access hard-to-reach areas with the included 50 ft. steel braided high-pressure hose with quick-connect fittings. This pressure washer includes 4 quick-connect nozzles (15°, 25°, 40° and Soap). </p><p><br></p><p>Features of the B4213HACS 4200PSI Pressure Washer:</p><ul><li>Powered with Honda GX390 engine, capable of handling tough cleaning tasks</li><li>Commercial-grade Comet triplex pump</li><li>Aluminum frames reduces weight and resists corrosion</li><li>50’ high-pressure steel braided hose with quick-connect feature</li><li>36” insulated spray gun wand assembly</li><li>Safety features include thermal relief valves and safety locks on the spray gun</li><li>4 Quick-Connect Nozzles (15°, 25°, 40° and Soap)</li><li>12” flat free tires, easily handles going over rough terrain</li><li>Our products are functionally tested in the factory and may contain minimum residual oil and/or fuel odor</li></ul><p><br></p>",Equipment,Equipment,,,,,Hidden,Physical good,,,,N,N,N,Y,1495.00,,Y,,N,,,,,1114.00,BE,,Y,0,,,,,N,0,,,,
BHKN7UDRU26SPJ6E6LXKLXVD,Barrel only for aluminum clamp body,Barrel only for aluminum clamp body,,,T-Clamp Barrel,Barrel only for aluminum clamp body | Official Tucker SKU: T-CLAMPBARREL | Category: Water Fed Pole Parts,"Tucker, Tucker > Water Fed Pole Parts",Tucker,Barrel only for aluminum clamp body | AZ Cleaning Supplies,Barrel only for aluminum clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL. Available at AZ Cleaning Supplies.,barrel-only-for-aluminum-clamp-body,,Hidden,Physical good,,Barrel only for aluminum clamp body | AZ Cleaning Supplies,Barrel only for aluminum clamp body. Category: Water Fed Pole Parts. Vendor code: T-CLAMPBARREL. Available at AZ Cleaning Supplies.,N,N,N,N,8.69,,Y,,N,,N,,,,Tucker,,Y,0,,,,8.69,Y,0,,,,8.69
5D5N6UEMH54P5U3VYYZAQ4IG,Barrel only for aluminum clamp body,Barrel only for aluminum clamp body,Regular,,T-CLAMPBARREL,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,6.15,,Y,,,,N,,,4.31,Tucker,T-CLAMPBARREL,N,0,,N,0,,Y,0,,N,0,6.15
TGNY6WF5LXEU36YHDQEPWQJE,Battery Hold-Down,Battery Hold-Down,Regular,,12013,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,45.09,,Y,Y,,Y,,,,31.56,Tucker,12013,N,0,,N,0,,Y,0,,N,0,45.09
ZU6FNDEQ2PYMDG2HDZ7XOFOY,Battery Hold-Down,Battery Hold-Down,Regular,,12013,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,45.09,,Y,Y,,Y,,,,31.56,Tucker,12013,N,0,,N,0,,Y,0,,N,0,45.09
TXX5UE2HLQYF6AE3ZWXKOKIS,"BE 20"" Whirl-A-Way Surface Cleaner with Casters",,Regular,,7166,"BE 20"" Whirl-A-Way Surface Cleaner with Casters",Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,600.00,,Y,,,,,,,472.39,,,Y,0,,Y,0,,N,0,,,,
IQ7BSVU4R6S4EVAQKA7ZEQ2H,"BE 24"" Whirl-A-Way Surface Cleaner with Casters",,Regular,,7168,"BE 24"" Stainless Steel Whirl-A-Way Surface Cleaner with Casters",Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,935.00,,Y,,N,,,,,797.97,,,Y,0,,Y,0,,N,0,,,,
JIBWSO7ET7QIXPPSHXOSMTMP,"Big Guy 28"" Surface Cleaner",,Regular,,6651,"Whisper Wash 28"" Big Guy features a powder coated aluminum housing, over sized, self-lubricating twin thrust bearings, and 10″ pneumatic tires. For use with hot or cold pressure washer systems.

4 x 1/4″ nozzles
4 – 10 GPM
2000 – 4000 PSI
212° F
Powder coated aluminum housing
Oversized, self lubricating twin thrust bearings
10″ pneumatic tires
4″ caster
Crafted with durable stainless steel and aircraft aluminum",Tools,Tools,,,,,Hidden,Physical good,,,,Y,N,N,N,1625.75,,Y,,,,,,,1149.80,,,Y,-1,,Y,0,,N,0,,,,
K7HVHFIZGQP4I3RZKLZJFKD3,"Black Neptune 25' Pressure Hose 3/8""",,Regular,,6874,"Smooth cover •
orange bend restrictor •
MPT solid/swivel •
250°F. maximum",Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,N,89.75,,Y,,,,,,,59.58,Barens,,Y,2,,,,,N,0,,,,
A52M4OX5MGKVIJIGTCLXESUN,BOAB / Pouch Bundle,Tucker® BOAB by Takaki Works + Tucker® Pouch by Takaki Works,Regular,,T-TW-BNDL,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.499,,,,,,,251.98,,Y,Y,,Y,,,,176.39,Tucker,T-TW-BNDL,N,0,,N,0,,Y,0,,N,0,251.98
JN72NCGRJKSGOPHABRE2YFMX,Boost Pump w/ ELBOWS,Boost Pump 12V,Regular,,12032BOOST,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,8.001,,,,,,,377.91,,Y,,,,N,,,264.54,Tucker,12032BOOST,N,0,,N,0,,Y,0,,N,0,377.91
52YSSTML5KCVVQPZ2ZS2QKVS,Bracket - SED/CAR,Bracket - SED/CAR,Regular,,RHG-P0106,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,72.94,,Y,Y,,Y,,,,51.06,Tucker,RHG-P0106,N,0,,N,0,,Y,0,,N,0,72.94
NIRPCUCJ22S2TNAMN7NYEX3T,Bracket for Bypass Valve,Bracket for Bypass Valve,Regular,,T-VALVE-BRACKET,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,22.49,,Y,,,,N,,,15.75,Tucker,T-VALVE-BRACKET,N,0,,N,0,,Y,0,,N,0,22.49
VHHMGB5HTDBJVEW4UG24VMTJ,Bracket for Bypass Valve,Bracket for Bypass Valve,Regular,,T-VALVE-BRACKET,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,22.49,,Y,,,,N,,,15.75,Tucker,T-VALVE-BRACKET,N,0,,N,0,,Y,0,,N,0,22.49
ZNQAZYIWFRZWVYBVDIJPR3H5,Bracket for Saddle Clamp,Bracket for Saddle Clamp,,,Bracket-wide clamp,Bracket for Saddle Clamp | Official Tucker SKU: BRACKET-WIDECLAMP | Category: Water Fed Pole Parts,"Tucker, Tucker > Water Fed Pole Parts",Tucker,Bracket for Saddle Clamp | Water Fed Pole Parts | AZ Cleaning Supplies,Bracket for Saddle Clamp. Category: Water Fed Pole Parts. Vendor code: BRACKET-WIDECLAMP. Available at AZ Cleaning Supplies.,bracket-for-saddle-clamp,,Hidden,Physical good,,Bracket for Saddle Clamp | Water Fed Pole Parts | AZ Cleaning Supplies,Bracket for Saddle Clamp. Category: Water Fed Pole Parts. Vendor code: BRACKET-WIDECLAMP. Available at AZ Cleaning Supplies.,N,N,N,N,28.99,,Y,,N,,N,,,,Tucker,,Y,0,,,,28.99,Y,0,,,,28.99
HCQQB7VRTWAGYUL3QHZVLM3R,Bracket for Saddle Clamp,Bracket for Saddle Clamp,Regular,,BRACKET-WIDECLAMP,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,28.10,,Y,,,,N,,,19.68,Tucker,BRACKET-WIDECLAMP,N,0,,N,0,,Y,0,,N,0,28.10
374MFF2C44RFAWJA6FLBSQK2,Brass Garden Hose Splitter,Brass Garden Hose Splitter,Regular,,T-GHS-BRASS,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,31.58,,Y,,,,N,,,22.11,Tucker,T-GHS-BRASS,N,0,,N,0,,Y,0,,N,0,31.58
QYDNOVLQCVWMKVROYJINXPI3,Brass Garden Hose Splitter,Brass Garden Hose Splitter,Regular,,T-GHS-BRASS,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,31.58,,Y,,,,N,,,22.11,Tucker,T-GHS-BRASS,N,0,,N,0,,Y,0,,N,0,31.58
GZUHFVDF3QLTZNYDIR36WA4Q,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,Regular,,T-9/10BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-9/10BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
KA43PX26XN72YLQPX63TVQEM,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,Butt Ring for Tucker CF Pole-Fits Sec 9 and 10,Regular,,T-9/10BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-9/10BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
JRZD7KCUVMHHMEUZ6XONTBXW,CARBON Filter Bracket,CARBON Filter Bracket,Regular,,T-1000-003,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,2.401,,,,,,,43.86,,Y,,,,N,,,30.71,Tucker,T-1000-003,N,0,,N,0,,Y,0,,N,0,43.86
FHT4HO32UZQ7EABV2CMHZSHB,Cat Pump Model: 1050,,Regular,,5715,,Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,Y,2975.00,,Y,,,,,,,2140.90,,,Y,,,,,,N,,,,,
IDHCWFVSRGO42EBP2MBA7ZSM,CF Pole Extension,CF Pole Extension,Regular,,90100-CF-EXT,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,252.72,,Y,,,,N,,,176.91,Tucker,90100-CF-EXT,N,0,,N,0,,Y,0,,N,0,252.72
NXKPDRUMZWDDF7G2TEUQZZKA,"Check Valve 1/2""","Check Valve 1/2""",Regular,,63042,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,25.21,,Y,,,,N,,,17.65,Tucker,63042,N,0,,N,0,,Y,0,,N,0,25.21
XEIBY6HSVYXKXDOISN2A3ELC,"Check Valve 1/2""","Check Valve 1/2""",Regular,,63042,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,,,,,,,,25.21,,Y,,,,N,,,17.65,Tucker,63042,N,0,,N,0,,Y,0,,N,0,25.21
XSQ3FMTTPRST6EUIP7A3KUEG,Chemical Injector,,Regular,,2212,Chemical Injector 2-3gpm,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,40.75,,Y,,N,,,,,23.28,,,Y,0,,Y,0,,N,0,,,,
DC3OPIFOCGOD5CWSHKMY3G2T,Chemical Injector 3-5gpm,,Regular,,2214,Chemical Injector 3-5gpm,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,40.75,,Y,,,,,,,23.43,,,Y,0,,Y,0,,N,0,,,,
IP7MSNBE6FLS3LEXQGWRFYZE,Chemical Injector 5-8gpm,,Regular,,2216,Chemical Injector 5-8gpm,Tools,Tools,,,,,Hidden,Physical good,,,,Y,,,Y,40.75,,Y,,N,,,,,23.28,,,Y,0,,Y,0,,N,0,,,,
W4TTO5EIUEG6S5YG3AF6SLEI,Chemical Strainer (Heavy) Brass,,Regular,,6538,,,,,,,,Hidden,Physical good,,,,N,N,N,Y,10.00,,Y,,N,,,,,5.46,,,Y,-1,,,,,N,0,,,,
7O4XRJV4REBRZ345ASDLBLVU,"Clamp/Hardware for 4"" SS housing","Clamp/Hardware for 4"" SS housing",Regular,,20062-SS-C,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,36.73,,Y,,,,N,,,25.72,Tucker,20062-SS-C,N,0,,N,0,,Y,0,,N,0,36.73
AXKE6FX3KLFWVZJY64QHGAHO,Clear vinyl hose with detergent filter,,Regular,,6431,,Parts,Parts,,,,,Hidden,Physical good,,,,N,N,N,Y,6.75,,Y,,N,,,,,3.27,,,Y,10,,,,,N,0,,,,
TUZXSIL32ZDQ43U3ULPTPEQM,Cobra Clamps,Cobra Clamps,Regular,,12021-C,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,34.17,,Y,,,,N,,,23.92,Tucker,12021-C,N,0,,N,0,,Y,0,,N,0,34.17
XJPZ5XPXJI6OGEQAS6BZPXMD,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 10""",Regular,,SORBO-SQ10-FXD,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,25.82,,Y,Y,,Y,,,,18.08,Tucker,SORBO-SQ10-FXD,N,0,,N,0,,Y,0,,N,0,25.82
O3BADUEHXH4XDYLVRPF6KKQR,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 14""",Regular,,SORBO-SQ14-FXD,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,28.30,,Y,Y,,Y,,,,19.81,Tucker,SORBO-SQ14-FXD,N,0,,N,0,,Y,0,,N,0,28.30
N6SF2BNFNFEBCK3HOYHLW77J,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 18""",Regular,,SORBO-SQ18-FXD,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,30.82,,Y,Y,,Y,,,,21.58,Tucker,SORBO-SQ18-FXD,N,0,,N,0,,Y,0,,N,0,30.82
7KEFIS2ETGOOL2OYG24T2LSK,"Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""","Complete Squeegee w/ Fixed Handle & Quicksilver Channel - 6""",Regular,,SORBO-SQ6-FXD,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,23.02,,Y,Y,,Y,,,,16.12,Tucker,SORBO-SQ6-FXD,N,0,,N,0,,Y,0,,N,0,23.02
6YWS2BLAHK4J4FDVMFEQAFNP,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 10""",Regular,,SORBO-SQ10-SWV,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,47.54,,Y,Y,,Y,,,,33.28,Tucker,SORBO-SQ10-SWV,N,0,,N,0,,Y,0,,N,0,47.54
LY4B44NIIQ7TA2J7ZFAPWE36,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 14""",Regular,,SORBO-SQ14-SWV,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,50.01,,Y,Y,,Y,N,,,35.01,Tucker,SORBO-SQ14-SWV,N,0,,N,0,,Y,0,,N,0,50.01
FOL5EUANF7WBFAPAI5JE5J2V,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 18""",Regular,,SORBO-SQ18-SWV,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,52.53,,Y,Y,,Y,N,,,36.78,Tucker,SORBO-SQ18-SWV,N,0,,N,0,,Y,0,,N,0,52.53
CMAUYWPRMEA7DGJX44THHUN7,"Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""","Complete Squeegee w/ Swivel Handle & Quicksilver Channel - 6""",Regular,,SORBO-SQ6-SWV,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,44.74,,Y,,,,N,,,31.32,Tucker,SORBO-SQ6-SWV,N,0,,N,0,,Y,0,,N,0,44.74
VZDWX6UWHLKZ7AUX2OZKEWKG,DI Filter Bracket,DI Filter Bracket,Regular,,T-1000-004,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,3,,,,,,,57.05,,Y,,,,N,,,39.94,Tucker,T-1000-004,N,0,,N,0,,Y,0,,N,0,57.05
LZXV6VOVVNDFJUTQPQVRGI34,DI Insert for 30in DI Housing,"4 x 30"" Filter Cartridge - DI Resin",Regular,,20066-DI,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,10.501,,,,,,,172.88,,Y,Y,,Y,,,,121.02,Tucker,20066-DI,N,0,,N,0,,Y,0,,N,0,172.88
2QTTUKSZDLL6UBRKRJ2NHWKE,DI Refill Bags 2,DI Refill Bags 2,Regular,,20016,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,,,,,,,,109.33,,Y,Y,,Y,,,,76.54,Tucker,20016,N,0,,N,0,,Y,0,,N,0,109.33
5WLT3VORWJEM4O45ITQO6O7T,Digital Flow Controller w/ antenna,Digital Flow Controller w/ Antenna,Regular,,80004-PLUS,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,1.001,,,,,,,524.10,,Y,Y,,Y,,,,366.87,Tucker,80004-PLUS,N,0,,N,0,,Y,0,,N,0,524.10
MJYQCU2JUG2O37LHREQBBUDM,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,DISCONTINUED - 21in Max-Flow Reverse Osmosis Membrane,Regular,,20051-RO,,"Tucker, Tucker > Pure Water Systems",Tucker,,,,,Hidden,Physical good,,,,,,,,526.16,,Y,,,,N,,,368.31,Tucker,20051-RO,N,0,,N,0,,Y,0,,N,0,526.16
MGXCLI7MUTGKLCUUCTWFBKH4,DIY Delivery Panel w/ Remote,12v Delivery Panel w/Controller and Long Range Remote,Regular,,10070-12-REMOTE,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,8.999,,,,,,,878.43,,Y,Y,,Y,,,,614.91,Tucker,10070-12-REMOTE,N,0,,N,0,,Y,0,,N,0,878.43
COHM2GY3T7SYZUX57BOCM6R5,DIY Delivery Panel w/Remote,,,,10070-12-REMOTE,"Are you the DIY type?
These delivery panels are pretty sweet.  They are made from a lightweight aluminum and easily mount to many different surfaces.
They include the RHG delivery pump with digital flow controller and on/off Remote control.
The pump will siphon your pure water holding tank and deliver the water via a hose (not included) to your water-fed pole.
The digital flow controller allows you to turn up or down the flow/pressure of your pump based on your specific job.  This in turn allows you to conserve your pure water supply for the day.
The remote has multiple functions built in including the ability to turn up, down, and off the flow of water.
Simply hook the inlet side of the pump up to a short hose that siphons your tank and the outlet side of the pump to a hose/reel that feeds your water-fed pole.
Utilizes the V16 Flow Controllers.
The only other thing you need is a 12 volt battery to supply this power.
Not sure how to hook it up?  Give us a call and we'll walk you through the process.",Tucker,Tucker,,,,,Hidden,Physical good,,,,Y,N,N,Y,815.24,,Y,,,,,,,,Tucker,,Y,0,,,,,N,0,,,,
DCN6XM5LKYDGYQBVVUXRVKQF,DIY RO BOOST PANEL,12v RO Booster Panel,Regular,,10070-BOOST,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,8.999,,,,,,,878.43,,Y,Y,,Y,,,,614.91,Tucker,10070-BOOST,N,0,,N,0,,Y,0,,N,0,878.43
7VULB7AYHFHVNN4SFSGO7B7H,DN-15 Ball Valve,,Regular,,20.0033,"20.0033 DN-15 Ball Valve
DN15 ball valve
1/2im Heavy Duty Ball Valve",Manatee,Manatee,,,,,Hidden,Physical good,,,,N,N,N,Y,69.77,,Y,,N,,,,,52.99,Manatee,,Y,-2,,,,,N,0,,,,
I7XOX5QUTDIP6V77LQLWE5GZ,"Dual Probe TDS Meter DM2, 1/2 Tees",In-line TDS Meter - Dual Probe,Regular,,80006-W/TEES,,"Tucker, Tucker > Accessories",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,116.17,,Y,,,,N,,,81.32,Tucker,80006-W/TEES,N,0,,N,0,,Y,0,,N,0,116.17
F7SOP4BG3TPOOCVYEVKAJ3YY,EBC Multipurpose Cleaner and Degreaser - 5 Gallon Pail,EBC Multipurpose Cleaner and Degreaser - 5 Gallon Pail,Regular,,1007-24632,,"EnviroBioCleaner, EnviroBioCleaner > Multipurpose Cleaner and Degreaser",EnviroBioCleaner,,,,,Hidden,Physical good,,,,,,,,139.00,,Y,Y,,Y,,,,,EnviroBioCleaner,1007-24632,N,0,,N,0,,Y,0,,N,0,139.00
75JZS66ICVZMEBMCEMDHOFRV,EBC Multipurpose Cleaner and Degreaser - 55 Gallon Kit,EBC Multipurpose Cleaner and Degreaser - 55 Gallon Kit,Regular,,1007-24624,,"EnviroBioCleaner, EnviroBioCleaner > Multipurpose Cleaner and Degreaser",EnviroBioCleaner,,,,,Hidden,Physical good,,,,,,,,850.00,,Y,Y,,Y,,,,,EnviroBioCleaner,1007-24624,N,0,,N,0,,Y,0,,N,0,850.00
KS5RRW3CCDWEIIFCIMRPZDEJ,End Cap for 25' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #5,Regular,,T-5BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-5BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
SXZV34Q6EKA4GJNXPL2EX3WW,End Cap for 25' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #5,Regular,,T-5BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-5BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
J2VFK4GVSMB4CUFNCQP5F32A,End Cap for 35' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #7,Regular,,T-7BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-7BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
DBUPLMXMJAQVNUHFP62YQ4GT,End Cap for 50' Tucker Carbon Fiber Pole,Replacement Plastic End Cap #9,Regular,,T-9BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-9BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
ORKLL3676QFI4YZF5NBEJTQU,End Cap for 60' Tucker Carbon Fiber Pole,End Cap for 60' Tucker Carbon Fiber Pole,Regular,,T-10BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-10BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
U2IE2SLHJLSKSI2RUBOPGK6D,End Cap for ECO-15,Replacement Plastic End Cap #3,Regular,,T-3BR-CF,,"Tucker, Tucker > Catalog",Tucker,,,,,Hidden,Physical good,0.5,,,,,,,20.49,,Y,Y,,Y,,,,14.35,Tucker,T-3BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
5NVWK54TF45DQW63NOCHSDQ7,End Cap for Tucker Carbon Fiber Pole,End Cap for Tucker Carbon Fiber Pole,Regular,,T-4BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-4BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
E6QAABUQLLJQDDVLZHRZYN2R,End Cap for Tucker Carbon Fiber Pole,End Cap for Tucker Carbon Fiber Pole,Regular,,T-4BR-CF,,"Tucker, Tucker > Water Fed Pole Parts",Tucker,,,,,Hidden,Physical good,,,,,,,,20.49,,Y,,,,N,,,14.35,Tucker,T-4BR-CF,N,0,,N,0,,Y,0,,N,0,20.49
R4LNOSZFPJST2QRNYZQ3FDT5,"Ettore Backflip Window Squeegee, 14 inch, Gold",,Regular,,71140,"The Ettore Backflip Window Squeegee, 14 inch, features a durable gold anodized aluminum construction for long-lasting performance. Its ergonomic design ensures comfortable handling, reducing strain during extended use. This versatile tool combines a squeegee and washer in one, providing efficient cleaning for windows, glass, and other smooth surfaces. Ideal for both residential and professional applications.",Tools,Tools,,,,032611711402,Hidden,Physical good,,,,N,N,N,Y,50.80,,Y,,N,,,,,,J. Racenstein,,Y,2,,,,,N,0,,,,
